t,x_R,Gly,PHB,N,x_T,mu_x_R,mu_p
112,0.30776530210585085,22.94452256987545,0.7171706721283626,0.000809303083273081,1.0249359742342135,0.01991957030216341,0.1399350170128462
113,0.3077838394976972,22.94164369004492,0.7181775591704759,0.0007453810424233926,1.025961398668173,0.018460125692755396,0.13993561475362082
114,0.3078004776421716,22.93888248597036,0.7191433335576212,0.0006880081304428833,1.0269438111997928,0.01713466963376659,0.1399361084582763
115,0.30781543383445226,22.9362340385356,0.7200697085300869,0.0006364350536130282,1.0278851423645392,0.015930452152458856,0.1399365176340094
116,0.30782890047408346,22.93369364508475,0.7209583225352321,0.0005899983652297493,1.0287872230093156,0.014835685222671266,0.13993685795440255
117,0.30784104548006413,22.931256812198498,0.7218107417396326,0.0005481190342618525,1.0296517872196966,0.013839726765810792,0.13993714198164078
118,0.3078520170878921,22.928919241792396,0.7226284647081308,0.000510285903820537,1.030480481796023,0.012932868274598023,0.13993737985135216
119,0.30786194523382404,22.92667682376393,0.723412924923529,0.00047605091784841424,1.031274870157353,0.01210636339546023,0.139937579742186
120,0.30787094427802913,22.924525625730432,0.7241654942724246,0.00044501973093432354,1.0320364385504537,0.011352318343311666,0.13993774828163713
121,0.3078791151260602,22.922461884138766,0.7248874860743059,0.0004168443928961889,1.032766601200366,0.010663607392120793,0.13993789085926042
122,0.30788654609324756,22.920481997877385,0.7255801572837324,0.00039122036811224887,1.03346670337698,0.010033875386958465,0.1399380118575206
123,0.307893315766254,22.91858251792193,0.7262447120030802,0.0003678766680898957,1.0341380277693342,0.009457356263344532,0.13993811487134955
124,0.30789949273705436,22.916760143429993,0.726882302859727,0.00034657676877820816,1.0347817955967813,0.00892894387391467,0.13993820283667321
125,0.3079051383572788,22.915011711540192,0.7274940344692594,0.00032710911283204955,1.0353991728265382,0.008443996265431084,0.13993827817993795
126,0.30791030629554234,22.91333419421082,0.7280809645591619,0.0003092886360610552,1.0359912708547043,0.007998404722617423,0.1399383428948688
127,0.30791504450430773,22.91172468954453,0.7286441069286888,0.00029294998514593524,1.0365591514329964,0.007588450240766282,0.13993839863755256
128,0.30791939570711063,22.910180416834436,0.7291844331637797,0.00027794583754977794,1.0371038288708903,0.007210781471276685,0.13993844678516823
129,0.3079233976308536,22.908698712337355,0.7297028741073909,0.0002641461005051142,1.0376262717382445,0.006862411259850605,0.13993848848189075
